00:57:09.921 WARN  ~~ LOOPS: 15. ENTITY #: 1361//903. VIEW #: 2. BACKLOGGED :: 107.200%! ~~ 
03:10:33.053 WARN  Total entity physics calculation time: 17 
03:10:33.053 WARN  Total entity life+thought cycle time: 112 
03:10:33.053 WARN  Total entity selfie-taking time: 26 
03:10:33.053 WARN  Total time: 1053 
03:10:34.208 WARN  ~~ LOOPS: 10. ENTITY #: 1841//1478. VIEW #: 2. BACKLOGGED :: 198.300%! ~~ 
03:10:34.208 WARN  Total activation time: 91 
03:10:34.208 WARN  Total collision time: 124 
03:10:34.208 WARN  Total cycle time: 446 
03:10:34.208 WARN  Total player update time: 135 
03:10:34.209 WARN  Total lb+minimap processing time: 115 
03:10:34.209 WARN  Total entity physics calculation time: 12 
03:10:34.209 WARN  Total entity life+thought cycle time: 165 
03:10:34.209 WARN  Total entity selfie-taking time: 40 
03:10:34.209 WARN  Total time: 1128 
03:10:35.377 WARN  ~~ LOOPS: 11. ENTITY #: 2078//1634. VIEW #: 2. BACKLOGGED :: 184.909%! ~~ 
03:10:35.377 WARN  Total activation time: 100 
03:10:35.377 WARN  Total collision time: 185 
03:10:35.377 WARN  Total cycle time: 393 
03:10:35.377 WARN  Total player update time: 171 
03:10:35.377 WARN  Total lb+minimap processing time: 104 
03:10:35.378 WARN  Total entity physics calculation time: 12 
03:10:35.378 WARN  Total entity life+thought cycle time: 127 
03:10:35.378 WARN  Total entity selfie-taking time: 21 
03:10:35.378 WARN  Total time: 1113 
03:10:36.597 WARN  ~~ LOOPS: 10. ENTITY #: 2264//1847. VIEW #: 2. BACKLOGGED :: 218.100%! ~~ 
03:10:36.597 WARN  Total activation time: 88 
03:10:36.598 WARN  Total collision time: 173 
03:10:36.598 WARN  Total cycle time: 466 
03:10:36.598 WARN  Total player update time: 174 
03:10:36.598 WARN  Total lb+minimap processing time: 139 
03:10:36.598 WARN  Total entity physics calculation time: 29 
03:10:36.598 WARN  Total entity life+thought cycle time: 147 
03:10:36.598 WARN  Total entity selfie-taking time: 37 
03:10:36.598 WARN  Total time: 1253 
03:10:37.783 WARN  ~~ LOOPS: 10. ENTITY #: 2238//1951. VIEW #: 2. BACKLOGGED :: 223.500%! ~~ 
03:10:37.783 WARN  Total activation time: 102 
03:10:37.783 WARN  Total collision time: 192 
03:10:37.783 WARN  Total cycle time: 451 
03:10:37.783 WARN  Total player update time: 177 
03:10:37.783 WARN  Total lb+minimap processing time: 124 
03:10:37.783 WARN  Total entity physics calculation time: 20 
03:10:37.783 WARN  Total entity life+thought cycle time: 127 
03:10:37.783 WARN  Total entity selfie-taking time: 28 
03:10:37.784 WARN  Total time: 1221 
03:10:38.821 WARN  ~~ LOOPS: 8. ENTITY #: 1789//1628. VIEW #: 1. BACKLOGGED :: 262.500%! ~~ 
03:10:38.821 WARN  Total activation time: 62 
03:10:38.821 WARN  Total collision time: 117 
03:10:38.821 WARN  Total cycle time: 521 
03:10:38.821 WARN  Total player update time: 131 
03:10:38.821 WARN  Total lb+minimap processing time: 83 
03:10:38.821 WARN  Total entity physics calculation time: 15 
03:10:38.821 WARN  Total entity life+thought cycle time: 66 
03:10:38.821 WARN  Total entity selfie-taking time: 14 
03:10:38.821 WARN  Total time: 1009 
03:10:39.900 WARN  ~~ LOOPS: 11. ENTITY #: 1778//1466. VIEW #: 2. BACKLOGGED :: 174.273%! ~~ 
03:10:39.900 WARN  Total activation time: 94 
03:10:39.900 WARN  Total collision time: 154 
03:10:39.900 WARN  Total cycle time: 391 
03:10:39.900 WARN  Total player update time: 109 
03:10:39.900 WARN  Total lb+minimap processing time: 87 
03:10:39.900 WARN  Total entity physics calculation time: 16 
03:10:39.900 WARN  Total entity life+thought cycle time: 136 
03:10:39.900 WARN  Total entity selfie-taking time: 26 
03:10:39.900 WARN  Total time: 1013 
03:10:40.996 WARN  ~~ LOOPS: 10. ENTITY #: 1786//1469. VIEW #: 2. BACKLOGGED :: 180.300%! ~~ 
03:10:40.996 WARN  Total activation time: 91 
03:10:40.997 WARN  Total collision time: 160 
03:10:40.997 WARN  Total cycle time: 350 
03:10:40.997 WARN  Total player update time: 135 
03:10:40.997 WARN  Total lb+minimap processing time: 83 
03:10:40.997 WARN  Total entity physics calculation time: 16 
03:10:40.997 WARN  Total entity life+thought cycle time: 112 
03:10:40.997 WARN  Total entity selfie-taking time: 20 
03:10:40.997 WARN  Total time: 967 
03:10:42.108 WARN  ~~ LOOPS: 11. ENTITY #: 1791//1471. VIEW #: 2. BACKLOGGED :: 183.545%! ~~ 
03:10:42.108 WARN  Total activation time: 92 
03:10:42.108 WARN  Total collision time: 163 
03:10:42.108 WARN  Total cycle time: 418 
03:10:42.108 WARN  Total player update time: 152 
03:10:42.108 WARN  Total lb+minimap processing time: 71 
03:10:42.108 WARN  Total entity physics calculation time: 17 
03:10:42.108 WARN  Total entity life+thought cycle time: 145 
03:10:42.108 WARN  Total entity selfie-taking time: 20 
03:10:42.108 WARN  Total time: 1078 
03:10:43.204 WARN  ~~ LOOPS: 11. ENTITY #: 1779//1468. VIEW #: 2. BACKLOGGED :: 173.182%! ~~ 
03:10:43.204 WARN  Total activation time: 94 
03:10:43.205 WARN  Total collision time: 181 
03:10:43.205 WARN  Total cycle time: 360 
03:10:43.205 WARN  Total player update time: 110 
03:10:43.205 WARN  Total lb+minimap processing time: 78 
03:10:43.205 WARN  Total entity physics calculation time: 18 
03:10:43.205 WARN  Total entity life+thought cycle time: 102 
03:10:43.205 WARN  Total entity selfie-taking time: 35 
03:10:43.205 WARN  Total time: 978 
03:10:44.305 WARN  ~~ LOOPS: 10. ENTITY #: 1788//1466. VIEW #: 2. BACKLOGGED :: 183.000%! ~~ 
03:10:44.305 WARN  Total activation time: 80 
03:10:44.305 WARN  Total collision time: 135 
03:10:44.305 WARN  Total cycle time: 395 
03:10:44.305 WARN  Total player update time: 118 
03:10:44.305 WARN  Total lb+minimap processing time: 96 
03:10:44.305 WARN  Total entity physics calculation time: 13 
03:10:44.305 WARN  Total entity life+thought cycle time: 159 
03:10:44.305 WARN  Total entity selfie-taking time: 10 
03:10:44.305 WARN  Total time: 1006 
03:10:45.485 WARN  ~~ LOOPS: 12. ENTITY #: 1787//1472. VIEW #: 2. BACKLOGGED :: 171.500%! ~~ 
03:10:45.485 WARN  Total activation time: 101 
03:10:45.485 WARN  Total collision time: 164 
03:10:45.485 WARN  Total cycle time: 421 
03:10:45.486 WARN  Total player update time: 156 
03:10:45.486 WARN  Total lb+minimap processing time: 106 
03:10:45.486 WARN  Total entity physics calculation time: 21 
03:10:45.486 WARN  Total entity life+thought cycle time: 125 
03:10:45.486 WARN  Total entity selfie-taking time: 34 
03:10:45.486 WARN  Total time: 1128 
03:10:46.617 WARN  ~~ LOOPS: 11. ENTITY #: 1852//1489. VIEW #: 2. BACKLOGGED :: 185.727%! ~~ 
03:10:46.617 WARN  Total activation time: 124 
03:10:46.617 WARN  Total collision time: 135 
03:10:46.617 WARN  Total cycle time: 422 
03:10:46.617 WARN  Total player update time: 93 
03:10:46.618 WARN  Total lb+minimap processing time: 101 
03:10:46.618 WARN  Total entity physics calculation time: 29 
03:10:46.618 WARN  Total entity life+thought cycle time: 145 
03:10:46.618 WARN  Total entity selfie-taking time: 19 
03:10:46.618 WARN  Total time: 1068 
03:10:47.755 WARN  ~~ LOOPS: 10. ENTITY #: 1874//1545. VIEW #: 2. BACKLOGGED :: 190.800%! ~~ 
03:10:47.755 WARN  Total activation time: 81 
03:10:47.755 WARN  Total collision time: 133 
03:10:47.755 WARN  Total cycle time: 422 
03:10:47.755 WARN  Total player update time: 139 
03:10:47.755 WARN  Total lb+minimap processing time: 121 
03:10:47.755 WARN  Total entity physics calculation time: 21 
03:10:47.755 WARN  Total entity life+thought cycle time: 130 
03:10:47.755 WARN  Total entity selfie-taking time: 19 
03:10:47.755 WARN  Total time: 1066 
03:10:48.867 WARN  ~~ LOOPS: 11. ENTITY #: 1881//1556. VIEW #: 2. BACKLOGGED :: 177.545%! ~~ 
03:10:48.867 WARN  Total activation time: 84 
03:10:48.868 WARN  Total collision time: 187 
03:10:48.868 WARN  Total cycle time: 380 
03:10:48.868 WARN  Total player update time: 142 
03:10:48.868 WARN  Total lb+minimap processing time: 108 
03:10:48.868 WARN  Total entity physics calculation time: 15 
03:10:48.868 WARN  Total entity life+thought cycle time: 107 
03:10:48.868 WARN  Total entity selfie-taking time: 27 
03:10:48.868 WARN  Total time: 1050 
03:10:50.036 WARN  ~~ LOOPS: 11. ENTITY #: 1890//1565. VIEW #: 2. BACKLOGGED :: 184.636%! ~~ 
03:10:50.036 WARN  Total activation time: 91 
03:10:50.036 WARN  Total collision time: 184 
03:10:50.036 WARN  Total cycle time: 402 
03:10:50.036 WARN  Total player update time: 150 
03:10:50.036 WARN  Total lb+minimap processing time: 114 
03:10:50.036 WARN  Total entity physics calculation time: 15 
03:10:50.036 WARN  Total entity life+thought cycle time: 120 
03:10:50.036 WARN  Total entity selfie-taking time: 52 
03:10:50.036 WARN  Total time: 1128 
03:10:51.207 WARN  ~~ LOOPS: 10. ENTITY #: 1921//1574. VIEW #: 2. BACKLOGGED :: 198.600%! ~~ 
03:10:51.207 WARN  Total activation time: 84 
03:10:51.208 WARN  Total collision time: 204 
03:10:51.208 WARN  Total cycle time: 374 
03:10:51.208 WARN  Total player update time: 121 
03:10:51.208 WARN  Total lb+minimap processing time: 133 
03:10:51.208 WARN  Total entity physics calculation time: 17 
03:10:51.208 WARN  Total entity life+thought cycle time: 110 
03:10:51.208 WARN  Total entity selfie-taking time: 24 
03:10:51.208 WARN  Total time: 1067 
03:10:52.355 WARN  ~~ LOOPS: 11. ENTITY #: 1950//1621. VIEW #: 2. BACKLOGGED :: 173.182%! ~~ 
03:10:52.355 WARN  Total activation time: 115 
03:10:52.355 WARN  Total collision time: 150 
03:10:52.355 WARN  Total cycle time: 370 
03:10:52.355 WARN  Total player update time: 175 
03:10:52.355 WARN  Total lb+minimap processing time: 126 
03:10:52.356 WARN  Total entity physics calculation time: 20 
03:10:52.356 WARN  Total entity life+thought cycle time: 107 
03:10:52.356 WARN  Total entity selfie-taking time: 23 
03:10:52.356 WARN  Total time: 1086 
03:10:53.525 WARN  ~~ LOOPS: 11. ENTITY #: 1951//1630. VIEW #: 2. BACKLOGGED :: 178.909%! ~~ 
03:10:53.525 WARN  Total activation time: 93 
03:10:53.525 WARN  Total collision time: 176 
03:10:53.525 WARN  Total cycle time: 387 
03:10:53.525 WARN  Total player update time: 167 
03:10:53.525 WARN  Total lb+minimap processing time: 146 
03:10:53.525 WARN  Total entity physics calculation time: 14 
03:10:53.525 WARN  Total entity life+thought cycle time: 113 
03:10:53.525 WARN  Total entity selfie-taking time: 21 
03:10:53.526 WARN  Total time: 1117 
03:10:54.701 WARN  ~~ LOOPS: 10. ENTITY #: 1899//1609. VIEW #: 2. BACKLOGGED :: 198.300%! ~~ 
03:10:54.701 WARN  Total activation time: 81 
03:10:54.702 WARN  Total collision time: 185 
03:10:54.702 WARN  Total cycle time: 395 
03:10:54.702 WARN  Total player update time: 139 
03:10:54.702 WARN  Total lb+minimap processing time: 153 
03:10:54.702 WARN  Total entity physics calculation time: 17 
03:10:54.702 WARN  Total entity life+thought cycle time: 109 
03:10:54.702 WARN  Total entity selfie-taking time: 23 
03:10:54.702 WARN  Total time: 1102 
03:10:55.867 WARN  ~~ LOOPS: 11. ENTITY #: 1863//1549. VIEW #: 2. BACKLOGGED :: 183.000%! ~~ 
03:10:55.867 WARN  Total activation time: 85 
03:10:55.867 WARN  Total collision time: 165 
03:10:55.867 WARN  Total cycle time: 421 
03:10:55.867 WARN  Total player update time: 137 
03:10:55.867 WARN  Total lb+minimap processing time: 130 
03:10:55.867 WARN  Total entity physics calculation time: 19 
03:10:55.867 WARN  Total entity life+thought cycle time: 111 
03:10:55.867 WARN  Total entity selfie-taking time: 29 
03:10:55.867 WARN  Total time: 1097 
03:10:56.988 WARN  ~~ LOOPS: 11. ENTITY #: 1832//1513. VIEW #: 2. BACKLOGGED :: 179.455%! ~~ 
03:10:56.988 WARN  Total activation time: 97 
03:10:56.988 WARN  Total collision time: 146 
03:10:56.988 WARN  Total cycle time: 415 
03:10:56.988 WARN  Total player update time: 99 
03:10:56.988 WARN  Total lb+minimap processing time: 108 
03:10:56.988 WARN  Total entity physics calculation time: 11 
03:10:56.988 WARN  Total entity life+thought cycle time: 125 
03:10:56.988 WARN  Total entity selfie-taking time: 37 
03:10:56.988 WARN  Total time: 1038 
03:10:58.118 WARN  ~~ LOOPS: 11. ENTITY #: 1803//1500. VIEW #: 2. BACKLOGGED :: 170.727%! ~~ 
03:10:58.118 WARN  Total activation time: 92 
03:10:58.118 WARN  Total collision time: 151 
03:10:58.118 WARN  Total cycle time: 383 
03:10:58.118 WARN  Total player update time: 90 
03:10:58.119 WARN  Total lb+minimap processing time: 106 
03:10:58.119 WARN  Total entity physics calculation time: 22 
03:10:58.119 WARN  Total entity life+thought cycle time: 89 
03:10:58.119 WARN  Total entity selfie-taking time: 34 
03:10:58.119 WARN  Total time: 967 
03:10:59.235 WARN  ~~ LOOPS: 12. ENTITY #: 1803//1485. VIEW #: 2. BACKLOGGED :: 158.500%! ~~ 
03:10:59.235 WARN  Total activation time: 84 
03:10:59.235 WARN  Total collision time: 156 
03:10:59.235 WARN  Total cycle time: 394 
03:10:59.235 WARN  Total player update time: 121 
03:10:59.235 WARN  Total lb+minimap processing time: 94 
03:10:59.235 WARN  Total entity physics calculation time: 21 
03:10:59.235 WARN  Total entity life+thought cycle time: 135 
03:10:59.235 WARN  Total entity selfie-taking time: 23 
03:10:59.235 WARN  Total time: 1028 
03:11:00.245 WARN  ~~ LOOPS: 6. ENTITY #: 315//761. VIEW #: 1. BACKLOGGED :: 394.500%! ~~ 
03:11:00.245 WARN  Total activation time: 32 
03:11:00.246 WARN  Total collision time: 37 
03:11:00.246 WARN  Total cycle time: 720 
03:11:00.246 WARN  Total player update time: 34 
03:11:00.246 WARN  Total lb+minimap processing time: 12 
03:11:00.246 WARN  Total entity physics calculation time: 7 
03:11:00.246 WARN  Total entity life+thought cycle time: 29 
03:11:00.246 WARN  Total entity selfie-taking time: 10 
03:11:00.246 WARN  Total time: 881 
03:11:48.786 WARN  ~~ LOOPS: 14. ENTITY #: 1653//1272. VIEW #: 2. BACKLOGGED :: 125.786%! ~~ 
03:11:48.786 WARN  Total activation time: 92 
03:11:48.786 WARN  Total collision time: 151 
03:11:48.786 WARN  Total cycle time: 344 
03:11:48.786 WARN  Total player update time: 121 
03:11:48.786 WARN  Total lb+minimap processing time: 60 
03:11:48.786 WARN  Total entity physics calculation time: 13 
03:11:48.786 WARN  Total entity life+thought cycle time: 115 
03:11:48.786 WARN  Total entity selfie-taking time: 43 
03:11:48.786 WARN  Total time: 939 
03:11:49.878 WARN  ~~ LOOPS: 12. ENTITY #: 1741//1358. VIEW #: 2. BACKLOGGED :: 153.750%! ~~ 
03:11:49.878 WARN  Total activation time: 99 
03:11:49.878 WARN  Total collision time: 142 
03:11:49.878 WARN  Total cycle time: 374 
03:11:49.878 WARN  Total player update time: 125 
03:11:49.878 WARN  Total lb+minimap processing time: 64 
03:11:49.878 WARN  Total entity physics calculation time: 8 
03:11:49.879 WARN  Total entity life+thought cycle time: 125 
03:11:49.879 WARN  Total entity selfie-taking time: 46 
03:11:49.879 WARN  Total time: 983 
03:11:50.964 WARN  ~~ LOOPS: 12. ENTITY #: 1834//1465. VIEW #: 2. BACKLOGGED :: 160.750%! ~~ 
03:11:50.964 WARN  Total activation time: 79 
03:11:50.964 WARN  Total collision time: 156 
03:11:50.964 WARN  Total cycle time: 408 
03:11:50.964 WARN  Total player update time: 140 
03:11:50.964 WARN  Total lb+minimap processing time: 69 
03:11:50.964 WARN  Total entity physics calculation time: 29 
03:11:50.964 WARN  Total entity life+thought cycle time: 118 
03:11:50.964 WARN  Total entity selfie-taking time: 35 
03:11:50.964 WARN  Total time: 1034 
03:11:52.098 WARN  ~~ LOOPS: 11. ENTITY #: 1766//1482. VIEW #: 2. BACKLOGGED :: 180.000%! ~~ 
03:11:52.098 WARN  Total activation time: 82 
03:11:52.098 WARN  Total collision time: 172 
03:11:52.098 WARN  Total cycle time: 406 
03:11:52.099 WARN  Total player update time: 128 
03:11:52.099 WARN  Total lb+minimap processing time: 73 
03:11:52.099 WARN  Total entity physics calculation time: 16 
03:11:52.099 WARN  Total entity life+thought cycle time: 108 
03:11:52.099 WARN  Total entity selfie-taking time: 21 
03:11:52.099 WARN  Total time: 1006 
03:11:53.208 WARN  ~~ LOOPS: 12. ENTITY #: 1701//1381. VIEW #: 2. BACKLOGGED :: 165.000%! ~~ 
03:11:53.208 WARN  Total activation time: 96 
03:11:53.208 WARN  Total collision time: 138 
03:11:53.208 WARN  Total cycle time: 426 
03:11:53.208 WARN  Total player update time: 125 
03:11:53.208 WARN  Total lb+minimap processing time: 71 
03:11:53.208 WARN  Total entity physics calculation time: 13 
03:11:53.208 WARN  Total entity life+thought cycle time: 124 
03:11:53.208 WARN  Total entity selfie-taking time: 46 
03:11:53.208 WARN  Total time: 1039 
03:11:54.288 WARN  ~~ LOOPS: 11. ENTITY #: 1870//1448. VIEW #: 2. BACKLOGGED :: 170.455%! ~~ 
03:11:54.288 WARN  Total activation time: 95 
03:11:54.288 WARN  Total collision time: 171 
03:11:54.288 WARN  Total cycle time: 359 
03:11:54.288 WARN  Total player update time: 117 
03:11:54.288 WARN  Total lb+minimap processing time: 84 
03:11:54.288 WARN  Total entity physics calculation time: 11 
03:11:54.288 WARN  Total entity life+thought cycle time: 112 
03:11:54.288 WARN  Total entity selfie-taking time: 28 
03:11:54.288 WARN  Total time: 977 
03:11:55.405 WARN  ~~ LOOPS: 10. ENTITY #: 2009//1613. VIEW #: 2. BACKLOGGED :: 188.100%! ~~ 
03:11:55.405 WARN  Total activation time: 71 
03:11:55.405 WARN  Total collision time: 148 
03:11:55.405 WARN  Total cycle time: 408 
03:11:55.405 WARN  Total player update time: 121 
03:11:55.405 WARN  Total lb+minimap processing time: 115 
03:11:55.405 WARN  Total entity physics calculation time: 16 
03:11:55.405 WARN  Total entity life+thought cycle time: 129 
03:11:55.405 WARN  Total entity selfie-taking time: 33 
03:11:55.405 WARN  Total time: 1041 
03:11:56.518 WARN  ~~ LOOPS: 9. ENTITY #: 1948//1630. VIEW #: 2. BACKLOGGED :: 235.333%! ~~ 
03:11:56.518 WARN  Total activation time: 70 
03:11:56.518 WARN  Total collision time: 148 
03:11:56.518 WARN  Total cycle time: 488 
03:11:56.518 WARN  Total player update time: 140 
03:11:56.518 WARN  Total lb+minimap processing time: 115 
03:11:56.518 WARN  Total entity physics calculation time: 11 
03:11:56.518 WARN  Total entity life+thought cycle time: 131 
03:11:56.518 WARN  Total entity selfie-taking time: 22 
03:11:56.518 WARN  Total time: 1125 
03:11:57.645 WARN  ~~ LOOPS: 10. ENTITY #: 1903//1585. VIEW #: 2. BACKLOGGED :: 202.200%! ~~ 
03:11:57.645 WARN  Total activation time: 74 
03:11:57.645 WARN  Total collision time: 163 
03:11:57.646 WARN  Total cycle time: 437 
03:11:57.646 WARN  Total player update time: 231 
03:11:57.646 WARN  Total lb+minimap processing time: 101 
03:11:57.646 WARN  Total entity physics calculation time: 13 
03:11:57.646 WARN  Total entity life+thought cycle time: 100 
03:11:57.646 WARN  Total entity selfie-taking time: 31 
03:11:57.646 WARN  Total time: 1150 
03:11:58.831 WARN  ~~ LOOPS: 10. ENTITY #: 1860//1543. VIEW #: 2. BACKLOGGED :: 196.500%! ~~ 
03:11:58.831 WARN  Total activation time: 80 
03:11:58.831 WARN  Total collision time: 153 
03:11:58.831 WARN  Total cycle time: 422 
03:11:58.831 WARN  Total player update time: 191 
03:11:58.831 WARN  Total lb+minimap processing time: 120 
03:11:58.831 WARN  Total entity physics calculation time: 15 
03:11:58.831 WARN  Total entity life+thought cycle time: 103 
03:11:58.831 WARN  Total entity selfie-taking time: 21 
03:11:58.831 WARN  Total time: 1105 
03:12:00.537 WARN  ~~ LOOPS: 10. ENTITY #: 406//1357. VIEW #: 2. BACKLOGGED :: 390.600%! ~~ 
03:12:00.537 WARN  Total activation time: 72 
03:12:00.537 WARN  Total collision time: 153 
03:12:00.537 WARN  Total cycle time: 1077 
03:12:00.538 WARN  Total player update time: 145 
03:12:00.538 WARN  Total lb+minimap processing time: 106 
03:12:00.538 WARN  Total entity physics calculation time: 17 
03:12:00.538 WARN  Total entity life+thought cycle time: 93 
03:12:00.538 WARN  Total entity selfie-taking time: 26 
03:12:00.538 WARN  Total time: 1689 
03:46:13.807 WARN  ~~ LOOPS: 14. ENTITY #: 1629//892. VIEW #: 2. BACKLOGGED :: 112.286%! ~~ 
03:46:13.807 WARN  Total activation time: 76 
03:46:13.807 WARN  Total collision time: 53 
03:46:13.807 WARN  Total cycle time: 395 
03:46:13.807 WARN  Total player update time: 60 
03:46:13.807 WARN  Total lb+minimap processing time: 33 
03:46:13.807 WARN  Total entity physics calculation time: 11 
03:46:13.807 WARN  Total entity life+thought cycle time: 258 
03:46:13.807 WARN  Total entity selfie-taking time: 33 
03:46:13.807 WARN  Total time: 919 
03:46:14.879 WARN  ~~ LOOPS: 13. ENTITY #: 1764//954. VIEW #: 2. BACKLOGGED :: 131.538%! ~~ 
03:46:14.880 WARN  Total activation time: 92 
03:46:14.880 WARN  Total collision time: 54 
03:46:14.880 WARN  Total cycle time: 423 
03:46:14.880 WARN  Total player update time: 99 
03:46:14.880 WARN  Total lb+minimap processing time: 41 
03:46:14.880 WARN  Total entity physics calculation time: 14 
03:46:14.880 WARN  Total entity life+thought cycle time: 295 
03:46:14.880 WARN  Total entity selfie-taking time: 21 
03:46:14.880 WARN  Total time: 1039 
03:46:15.905 WARN  ~~ LOOPS: 13. ENTITY #: 1828//1010. VIEW #: 2. BACKLOGGED :: 123.692%! ~~ 
03:46:15.906 WARN  Total activation time: 72 
03:46:15.906 WARN  Total collision time: 64 
03:46:15.906 WARN  Total cycle time: 400 
03:46:15.906 WARN  Total player update time: 102 
03:46:15.906 WARN  Total lb+minimap processing time: 51 
03:46:15.906 WARN  Total entity physics calculation time: 14 
03:46:15.906 WARN  Total entity life+thought cycle time: 254 
03:46:15.906 WARN  Total entity selfie-taking time: 29 
03:46:15.906 WARN  Total time: 986 
03:46:16.974 WARN  ~~ LOOPS: 12. ENTITY #: 1946//1067. VIEW #: 2. BACKLOGGED :: 144.750%! ~~ 
03:46:16.974 WARN  Total activation time: 84 
03:46:16.974 WARN  Total collision time: 72 
03:46:16.974 WARN  Total cycle time: 423 
03:46:16.974 WARN  Total player update time: 93 
03:46:16.974 WARN  Total lb+minimap processing time: 62 
03:46:16.974 WARN  Total entity physics calculation time: 16 
03:46:16.974 WARN  Total entity life+thought cycle time: 267 
03:46:16.975 WARN  Total entity selfie-taking time: 39 
03:46:16.975 WARN  Total time: 1056 
03:46:18.054 WARN  ~~ LOOPS: 11. ENTITY #: 2056//1120. VIEW #: 2. BACKLOGGED :: 160.091%! ~~ 
03:46:18.054 WARN  Total activation time: 73 
03:46:18.054 WARN  Total collision time: 66 
03:46:18.054 WARN  Total cycle time: 448 
03:46:18.055 WARN  Total player update time: 98 
03:46:18.055 WARN  Total lb+minimap processing time: 73 
03:46:18.055 WARN  Total entity physics calculation time: 18 
03:46:18.055 WARN  Total entity life+thought cycle time: 276 
03:46:18.055 WARN  Total entity selfie-taking time: 23 
03:46:18.055 WARN  Total time: 1075 
03:46:19.183 WARN  ~~ LOOPS: 12. ENTITY #: 2159//1194. VIEW #: 2. BACKLOGGED :: 162.500%! ~~ 
03:46:19.183 WARN  Total activation time: 95 
03:46:19.183 WARN  Total collision time: 78 
03:46:19.183 WARN  Total cycle time: 477 
03:46:19.183 WARN  Total player update time: 98 
03:46:19.183 WARN  Total lb+minimap processing time: 77 
03:46:19.183 WARN  Total entity physics calculation time: 11 
03:46:19.183 WARN  Total entity life+thought cycle time: 307 
03:46:19.184 WARN  Total entity selfie-taking time: 35 
03:46:19.184 WARN  Total time: 1178 
03:46:20.305 WARN  ~~ LOOPS: 10. ENTITY #: 2248//1253. VIEW #: 2. BACKLOGGED :: 192.000%! ~~ 
03:46:20.305 WARN  Total activation time: 78 
03:46:20.305 WARN  Total collision time: 74 
03:46:20.305 WARN  Total cycle time: 488 
03:46:20.305 WARN  Total player update time: 98 
03:46:20.305 WARN  Total lb+minimap processing time: 82 
03:46:20.305 WARN  Total entity physics calculation time: 9 
03:46:20.305 WARN  Total entity life+thought cycle time: 316 
03:46:20.305 WARN  Total entity selfie-taking time: 38 
03:46:20.305 WARN  Total time: 1183 
03:46:21.414 WARN  ~~ LOOPS: 10. ENTITY #: 2334//1332. VIEW #: 2. BACKLOGGED :: 209.100%! ~~ 
03:46:21.414 WARN  Total activation time: 96 
03:46:21.414 WARN  Total collision time: 79 
03:46:21.414 WARN  Total cycle time: 522 
03:46:21.414 WARN  Total player update time: 111 
03:46:21.414 WARN  Total lb+minimap processing time: 84 
03:46:21.414 WARN  Total entity physics calculation time: 16 
03:46:21.414 WARN  Total entity life+thought cycle time: 349 
03:46:21.414 WARN  Total entity selfie-taking time: 28 
03:46:21.414 WARN  Total time: 1285 
03:46:22.551 WARN  ~~ LOOPS: 10. ENTITY #: 2436//1381. VIEW #: 2. BACKLOGGED :: 199.500%! ~~ 
03:46:22.551 WARN  Total activation time: 81 
03:46:22.551 WARN  Total collision time: 80 
03:46:22.551 WARN  Total cycle time: 504 
03:46:22.551 WARN  Total player update time: 102 
03:46:22.551 WARN  Total lb+minimap processing time: 89 
03:46:22.551 WARN  Total entity physics calculation time: 16 
03:46:22.551 WARN  Total entity life+thought cycle time: 312 
03:46:22.551 WARN  Total entity selfie-taking time: 36 
03:46:22.551 WARN  Total time: 1220 
03:46:23.715 WARN  ~~ LOOPS: 9. ENTITY #: 2524//1435. VIEW #: 2. BACKLOGGED :: 237.667%! ~~ 
03:46:23.715 WARN  Total activation time: 84 
03:46:23.715 WARN  Total collision time: 88 
03:46:23.715 WARN  Total cycle time: 541 
03:46:23.715 WARN  Total player update time: 78 
03:46:23.716 WARN  Total lb+minimap processing time: 112 
03:46:23.716 WARN  Total entity physics calculation time: 8 
03:46:23.716 WARN  Total entity life+thought cycle time: 346 
03:46:23.716 WARN  Total entity selfie-taking time: 43 
03:46:23.716 WARN  Total time: 1300 
03:46:24.847 WARN  ~~ LOOPS: 8. ENTITY #: 2557//1461. VIEW #: 2. BACKLOGGED :: 260.625%! ~~ 
03:46:24.847 WARN  Total activation time: 80 
03:46:24.847 WARN  Total collision time: 100 
03:46:24.847 WARN  Total cycle time: 515 
03:46:24.847 WARN  Total player update time: 134 
03:46:24.847 WARN  Total lb+minimap processing time: 125 
03:46:24.847 WARN  Total entity physics calculation time: 13 
03:46:24.847 WARN  Total entity life+thought cycle time: 299 
03:46:24.847 WARN  Total entity selfie-taking time: 32 
03:46:24.847 WARN  Total time: 1298 
03:46:26.110 WARN  ~~ LOOPS: 8. ENTITY #: 2633//1501. VIEW #: 2. BACKLOGGED :: 293.625%! ~~ 
03:46:26.110 WARN  Total activation time: 103 
03:46:26.110 WARN  Total collision time: 97 
03:46:26.110 WARN  Total cycle time: 583 
03:46:26.110 WARN  Total player update time: 146 
03:46:26.110 WARN  Total lb+minimap processing time: 172 
03:46:26.110 WARN  Total entity physics calculation time: 13 
03:46:26.111 WARN  Total entity life+thought cycle time: 348 
03:46:26.111 WARN  Total entity selfie-taking time: 29 
03:46:26.111 WARN  Total time: 1491 
03:46:27.400 WARN  ~~ LOOPS: 8. ENTITY #: 2733//1550. VIEW #: 2. BACKLOGGED :: 293.250%! ~~ 
03:46:27.400 WARN  Total activation time: 94 
03:46:27.400 WARN  Total collision time: 96 
